ステップ数,節点0の温度,節点1の温度,節点2の温度,節点3の温度,節点4の温度,節点5の温度,節点6の温度,節点7の温度,節点8の温度,節点9の温度,節点10の温度,節点11の温度,,
3144, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3145, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3146, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3147, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3148, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3149, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3150, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3151, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3152, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3153, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3154, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3155, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3156, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3157, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3158, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3159, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3160, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3161, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3162, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3163, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3164, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3165, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3166, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3167, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3168, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3169, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3170, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3171, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3172, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3173, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3174, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3175, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3176, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3177, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3178, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3179, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3180, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3181, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3182, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3183, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3184, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3185, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3186, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3187, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3188, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3189, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3190, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3191, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3192, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3193, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3194, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3195, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3196, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3197, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3198, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3199, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3200, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3201, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3202, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3203, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3204, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3205, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3206, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3207, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3208, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3209, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3210, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3211, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3212, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3213, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3214, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3215, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3216, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3217, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3218, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3219, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3220, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3221, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3222, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3223, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3224, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3225, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3226, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3227, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3228, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3229, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3230, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3231, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3232, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3233, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3234, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3235, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3236, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3237, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3238, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3239, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3240, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3241, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3242, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3243, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3244, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3245, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3246, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3247, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3248, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3249, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3250, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3251, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3252, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3253, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3254, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3255, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3256, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3257, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3258, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3259, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3260, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3261, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3262, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3263, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3264, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3265, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3266, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3267, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3268, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3269, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3270, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3271, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3272, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3273, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3274, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3275, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3276, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3277, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3278, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3279, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3280, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3281, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3282, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3283, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3284, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3285, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3286, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3287, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3288, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3289, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3290, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3291, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3292, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3293, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3294, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3295, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3296, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3297, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3298, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3299, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3300, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3301, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3302, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3303, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3304, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3305, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3306, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3307, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3308, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3309, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3310, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3311, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3312, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3313, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3314, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3315, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3316, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3317, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3318, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3319, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3320, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3321, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3322, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3323, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3324, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3325, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3326, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3327, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3328, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3329, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3330, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3331, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3332, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3333, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3334, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3335, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3336, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3337, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3338, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3339, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3340, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3341, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3342, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3343, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3344, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3345, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3346, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3347, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3348, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3349, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3350, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3351, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3352, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3353, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3354, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3355, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
3356, 183.367,130.782,77.9532,-1.47496,4.30929,6.06838,14.1117,91.6985,56.8749,30.7405,57.4332,39.6015,,
